订单ID,客户ID,产品ID,日期,活动ID,数量,单价,总金额,利润,折扣率
O00038960,C999993896859,P017,2024-01-08,M006,1,503.81,443.35,245.95,0.12
O00038961,C999993896859,P030,2024-02-15,,1,840.74,840.74,409.37,0.0
O00038962,C999993896859,P010,2024-03-17,,1,47.27,47.27,18.55,0.0
O00038963,C999993896859,P044,2023-05-20,,2,1253.17,2506.34,1018.98,0.0
O00038964,C999993896859,P044,2023-11-25,,1,1080.83,1080.83,401.84,0.0
O00038965,C999993896859,P032,2023-09-11,,1,775.79,775.79,333.83,0.0
O00038966,C999993858100,P031,2024-01-18,,1,649.65,649.65,295.56,0.0
O00038967,C999993858100,P044,2023-08-09,,1,1242.29,1242.29,394.92,0.0
O00038968,C999993858100,P030,2023-08-05,,1,860.18,860.18,317.0,0.0
O00038969,C999993858100,P048,2023-08-15,M003,1,1025.72,923.15,390.79,0.1
O00038970,C999993858100,P046,2023-05-19,,1,282.77,282.77,106.71,0.0
O00038971,C999993858100,P031,2024-06-13,,1,930.42,930.42,379.3,0.0
O00038972,C999993858100,P027,2023-09-05,,1,255.97,255.97,91.82,0.0
O00038973,C999993858100,P014,2023-03-22,M001,1,287.14,244.07,94.68,0.15
O00038974,C999993858100,P027,2024-07-07,,1,239.13,239.13,73.74,0.0
O00038975,C999993858100,P048,2023-02-13,,1,768.43,768.43,239.78,0.0
O00038976,C999993858100,P021,2023-05-19,,1,1476.32,1476.32,633.64,0.0
O00038977,C999993858100,P022,2024-05-03,,1,1172.82,1172.82,507.64,0.0
O00038978,C999993858100,P045,2024-05-13,,1,221.35,221.35,82.49,0.0
O00038979,C999993858100,P047,2024-07-30,,2,238.13,476.26,233.79,0.0
O00038980,C999993858100,P037,2023-09-28,,1,861.43,861.43,311.34,0.0
O00038981,C999993858100,P015,2023-02-25,,1,162.34,162.34,55.09,0.0
O00038982,C999993858100,P023,2023-10-26,,1,175.08,175.08,80.2,0.0
O00038983,C999993858100,P020,2024-04-20,,1,90.43,90.43,37.2,0.0
O00038984,C999993898926,P016,2024-08-13,,1,714.03,714.03,291.31,0.0
O00038985,C999993898926,P049,2023-05-18,,1,663.67,663.67,303.91,0.0
O00038986,C999993898926,P006,2023-07-30,,1,420.38,420.38,208.02,0.0
O00038987,C999993898948,P040,2024-02-19,,1,110.94,110.94,34.54,0.0
O00038988,C999993898948,P050,2023-05-15,,1,787.17,787.17,393.26,0.0
O00038989,C999993898948,P047,2024-07-23,,1,289.35,289.35,121.69,0.0
O00038990,C999993898948,P048,2024-09-13,,1,1010.08,1010.08,413.82,0.0
O00038991,C999993898948,P027,2024-01-27,,1,306.94,306.94,93.96,0.0
O00038992,C999993898948,P024,2023-07-30,,1,205.81,205.81,81.91,0.0
O00038993,C999993898948,P010,2024-04-21,,2,61.99,123.98,61.01,0.0
O00038994,C999993898948,P028,2023-01-24,,1,223.22,223.22,87.28,0.0
O00038995,C999993898948,P024,2024-02-05,,1,218.86,218.86,90.46,0.0
O00038996,C999993898948,P014,2024-03-23,,1,402.02,402.02,167.32,0.0
O00038997,C999993898948,P006,2024-08-26,,1,408.12,408.12,123.28,0.0
O00038998,C999993898948,P048,2023-02-04,,1,783.74,783.74,332.65,0.0
O00038999,C999993898948,P018,2023-12-27,,2,1273.52,2547.04,1202.9,0.0
O00039000,C999993898948,P018,2024-03-15,,1,1024.24,1024.24,370.73,0.0
O00039001,C999993898948,P027,2023-05-17,,1,253.56,253.56,107.82,0.0
O00039002,C999993899124,P025,2023-05-11,,1,376.18,376.18,187.09,0.0
O00039003,C999993899124,P041,2023-08-28,,1,445.46,445.46,204.82,0.0
O00039004,C999993899124,P021,2023-11-24,,2,1616.44,3232.88,1399.5,0.0
O00039005,C999993896837,P006,2023-05-23,,1,553.62,553.62,169.77,0.0
O00039006,C999993896837,P038,2023-05-05,,1,177.69,177.69,56.08,0.0
O00039007,C999993896837,P033,2023-01-30,,1,90.58,90.58,33.49,0.0
O00039008,C999993896837,P023,2023-03-28,,1,193.44,193.44,93.53,0.0
O00039009,C999993896837,P048,2023-12-25,,1,1058.66,1058.66,472.88,0.0
O00039010,C999993896837,P012,2024-05-31,,1,243.6,243.6,116.89,0.0
O00039011,C999993896826,P031,2024-04-08,,1,768.74,768.74,304.35,0.0
O00039012,C999993896826,P033,2023-06-20,,1,77.94,77.94,35.85,0.0
O00039013,C999993896826,P047,2023-01-21,,1,267.65,267.65,91.28,0.0
O00039014,C999993896826,P003,2024-04-16,,1,532.18,532.18,223.52,0.0
O00039015,C999993896826,P003,2023-03-19,M001,1,583.26,495.77,239.52,0.15
O00039016,C999993896826,P003,2023-08-26,,2,506.72,1013.44,496.08,0.0
O00039017,C999993891147,P034,2024-08-15,,1,201.11,201.11,92.24,0.0
O00039018,C999993891147,P008,2023-08-29,,1,377.54,377.54,150.89,0.0
O00039019,C999993891147,P022,2023-09-29,,1,1491.29,1491.29,623.4,0.0
O00039020,C999993891147,P009,2024-02-11,M007,1,214.97,197.77,77.44,0.08
O00039021,C999993891147,P042,2023-01-24,,1,452.53,452.53,172.16,0.0
O00039022,C999993891147,P003,2023-02-24,,2,586.66,1173.32,514.57,0.0
O00039023,C999993891147,P023,2023-09-04,,2,149.87,299.74,101.88,0.0
O00039024,C999993891147,P023,2024-01-18,,1,201.95,201.95,99.11,0.0
O00039025,C999993891147,P041,2023-08-23,,1,349.34,349.34,146.22,0.0
O00039026,C999993891147,P018,2023-11-13,,1,1079.22,1079.22,371.4,0.0
O00039027,C999993891147,P018,2023-07-04,,1,960.22,960.22,474.59,0.0
O00039028,C999993891147,P043,2024-03-05,M008,2,296.74,504.46,200.55,0.15
O00039029,C999993891147,P047,2023-07-31,,1,341.02,341.02,165.17,0.0
O00039030,C999993891147,P042,2023-06-07,,1,393.71,393.71,173.6,0.0
O00039031,C999993891147,P048,2024-02-15,,1,750.34,750.34,347.19,0.0
O00039032,C999993891147,P034,2023-11-22,,1,197.36,197.36,81.4,0.0
O00039033,C999993891147,P033,2024-06-02,,1,81.66,81.66,29.1,0.0
O00039034,C999993891147,P014,2023-10-04,,1,324.88,324.88,100.25,0.0
O00039035,C999993891147,P008,2024-01-12,,1,343.05,343.05,132.38,0.0
O00039036,C999993891147,P045,2023-05-25,,1,272.0,272.0,120.99,0.0
O00039037,C999993899146,P018,2024-09-25,,1,971.44,971.44,369.77,0.0
O00039038,C999993899146,P034,2023-11-02,M004,1,188.12,141.09,86.1,0.25
O00039039,C999993899146,P050,2023-02-06,,1,707.62,707.62,215.56,0.0
O00039040,C999993899146,P028,2024-08-10,,1,220.03,220.03,66.64,0.0
O00039041,C999993899146,P049,2023-05-14,,1,632.83,632.83,309.34,0.0
O00039042,C999993899146,P033,2023-02-03,,1,89.71,89.71,40.16,0.0
O00039043,C999993899146,P034,2023-03-15,M001,1,174.75,148.54,70.88,0.15
O00039044,C999993899146,P030,2024-03-21,,1,650.14,650.14,238.03,0.0
O00039045,C999993899146,P013,2024-07-07,,1,1236.02,1236.02,549.14,0.0
O00039046,C999993899146,P029,2024-06-06,,1,274.02,274.02,126.44,0.0
O00039047,C999993899146,P025,2023-10-18,,1,483.34,483.34,186.37,0.0
O00039048,C999993899146,P024,2024-02-02,,1,187.01,187.01,62.45,0.0
O00039049,C999993899146,P026,2023-01-01,,1,243.15,243.15,101.6,0.0
O00039050,C999993899146,P016,2023-07-09,,1,505.14,505.14,178.15,0.0
O00039051,C999993899146,P008,2023-06-14,M002,1,330.94,264.75,128.34,0.2
O00039052,C999993884016,P002,2023-01-04,,1,394.49,394.49,144.8,0.0
O00039053,C999993884016,P009,2023-03-11,,1,238.56,238.56,101.19,0.0
O00039054,C999993884016,P012,2024-01-07,M006,1,340.7,299.82,113.48,0.12
O00039055,C999993899168,P026,2024-08-21,,1,241.87,241.87,78.5,0.0
O00039056,C999993899168,P001,2024-06-26,,1,492.2,492.2,153.89,0.0
O00039057,C999993899168,P037,2024-05-08,,2,838.44,1676.88,764.75,0.0
O00039058,C999993899168,P040,2024-08-21,,1,116.04,116.04,51.09,0.0
O00039059,C999993899168,P050,2024-06-25,,1,848.57,848.57,311.59,0.0
O00039060,C999993899168,P036,2024-08-05,,1,54.2,54.2,23.71,0.0
O00039061,C999993899168,P008,2023-01-13,,1,356.51,356.51,157.82,0.0
O00039062,C999993899168,P046,2023-08-22,M003,1,250.46,225.41,89.27,0.1
O00039063,C999993899168,P013,2023-05-20,,1,1315.73,1315.73,400.99,0.0
O00039064,C999993892094,P037,2023-08-02,,1,856.63,856.63,295.46,0.0
O00039065,C999993892094,P033,2024-02-05,,1,78.33,78.33,34.19,0.0
O00039066,C999993892094,P033,2023-09-29,,1,94.66,94.66,46.42,0.0
O00039067,C999993892094,P014,2023-11-04,M004,1,422.27,316.7,150.32,0.25
O00039068,C999993892094,P019,2023-09-21,,2,208.64,417.28,153.69,0.0
O00039069,C999993892094,P046,2023-07-09,,1,265.55,265.55,104.03,0.0
O00039070,C999993892094,P017,2024-09-01,,1,647.72,647.72,200.92,0.0
O00039071,C999993892094,P002,2023-06-23,,1,565.77,565.77,199.0,0.0
O00039072,C999993892094,P020,2023-06-01,M002,1,83.95,67.16,34.98,0.2
O00039073,C999993892094,P031,2023-03-08,,1,899.21,899.21,307.66,0.0
O00039074,C999993892094,P034,2024-09-01,,1,215.49,215.49,86.28,0.0
O00039075,C999993892094,P032,2023-12-09,M005,1,692.83,568.12,288.75,0.18
O00039076,C999993892094,P001,2024-07-13,,1,501.03,501.03,221.88,0.0
O00039077,C999993892094,P024,2023-09-15,,1,164.36,164.36,62.01,0.0
O00039078,C999993892094,P001,2024-06-27,,1,386.59,386.59,162.57,0.0
O00039079,C999993892094,P046,2024-01-17,,1,212.03,212.03,80.16,0.0
O00039080,C999993892094,P027,2023-10-12,,1,329.36,329.36,156.74,0.0
O00039081,C999993892094,P014,2023-06-04,M002,1,409.21,327.37,162.03,0.2
O00039082,C999993892094,P045,2024-05-23,,1,204.54,204.54,68.62,0.0
O00039083,C999993892094,P034,2024-05-19,,1,186.07,186.07,62.66,0.0
O00039084,C999993899215,P002,2023-08-30,,2,429.76,859.52,388.53,0.0
O00039085,C999993899215,P037,2023-06-16,M002,1,825.51,660.41,382.67,0.2
O00039086,C999993899215,P042,2023-04-29,,2,455.85,911.7,347.11,0.0
O00039087,C999993899362,P001,2024-06-30,,1,540.8,540.8,265.74,0.0
O00039088,C999993899362,P017,2024-08-21,,1,598.9,598.9,296.31,0.0
O00039089,C999993899362,P035,2023-08-20,M003,1,671.33,604.2,287.52,0.1
O00039090,C999993899362,P049,2024-02-13,,1,623.29,623.29,285.65,0.0
O00039091,C999993899362,P016,2023-07-07,,1,575.84,575.84,183.21,0.0
O00039092,C999993899362,P044,2023-06-22,,1,1309.85,1309.85,526.64,0.0
O00039093,C999993855733,P025,2023-08-06,,2,399.11,798.22,244.87,0.0
O00039094,C999993855733,P028,2024-05-13,,1,193.22,193.22,88.11,0.0
O00039095,C999993855733,P031,2024-01-02,M006,1,931.93,820.1,332.94,0.12
O00039096,C999993855733,P011,2024-08-14,,1,699.31,699.31,244.19,0.0
O00039097,C999993855733,P040,2023-04-04,,2,101.16,202.32,86.72,0.0
O00039098,C999993855733,P038,2024-07-18,,1,143.85,143.85,65.53,0.0
O00039099,C999993855733,P006,2024-03-18,,1,552.44,552.44,185.51,0.0
O00039100,C999993855733,P007,2023-11-03,,1,435.49,435.49,130.66,0.0
O00039101,C999993855733,P013,2024-03-02,,2,1096.3,2192.6,883.01,0.0
O00039102,C999993855733,P025,2024-08-13,,2,505.03,1010.06,446.63,0.0
O00039103,C999993855733,P033,2024-05-04,,1,89.28,89.28,30.82,0.0
O00039104,C999993855733,P025,2023-01-11,,1,493.16,493.16,166.13,0.0
O00039105,C999993855733,P040,2023-10-04,,1,114.01,114.01,51.31,0.0
O00039106,C999993855733,P003,2023-10-08,,1,561.74,561.74,175.67,0.0
O00039107,C999993855733,P040,2023-09-09,,2,107.43,214.86,105.7,0.0
O00039108,C999993854558,P043,2023-08-25,,1,233.45,233.45,114.41,0.0
O00039109,C999993854558,P046,2023-12-17,,1,234.27,234.27,85.34,0.0
O00039110,C999993854558,P008,2024-07-03,,1,333.78,333.78,107.34,0.0
O00039111,C999993854558,P021,2023-09-17,,1,1157.88,1157.88,424.49,0.0
O00039112,C999993854558,P035,2023-09-06,,1,495.82,495.82,242.37,0.0
O00039113,C999993854558,P001,2024-09-11,,1,554.9,554.9,264.58,0.0
O00039114,C999993854558,P024,2023-04-12,,1,188.1,188.1,91.56,0.0
O00039115,C999993854558,P006,2023-02-06,,1,598.53,598.53,217.04,0.0
O00039116,C999993854558,P032,2023-11-22,,1,698.1,698.1,334.82,0.0
O00039117,C999993854558,P013,2024-01-09,M006,2,1151.77,2027.12,926.69,0.12
O00039118,C999993854558,P007,2023-12-03,M005,1,520.44,426.76,159.69,0.18
O00039119,C999993854558,P008,2023-02-02,,1,395.2,395.2,129.33,0.0
O00039120,C999993854558,P002,2023-02-02,,1,556.31,556.31,229.47,0.0
O00039121,C999993854558,P007,2023-05-13,,1,456.8,456.8,185.12,0.0
O00039122,C999993854558,P042,2023-08-09,,1,457.86,457.86,226.7,0.0
O00039123,C999993899384,P028,2024-02-22,,1,220.67,220.67,99.55,0.0
O00039124,C999993899384,P008,2023-12-26,,1,385.52,385.52,138.87,0.0
O00039125,C999993899384,P042,2023-05-11,,1,402.26,402.26,133.16,0.0
O00039126,C999993899384,P027,2023-03-23,M001,1,293.33,249.33,95.7,0.15
O00039127,C999993899384,P026,2023-07-03,,1,206.88,206.88,76.44,0.0
O00039128,C999993899384,P015,2024-05-02,,1,162.93,162.93,50.41,0.0
O00039129,C999993899384,P035,2023-09-27,,1,510.99,510.99,208.19,0.0
O00039130,C999993899384,P017,2024-07-10,,2,645.82,1291.64,459.01,0.0
O00039131,C999993899384,P033,2023-07-09,,1,72.24,72.24,24.01,0.0
O00039132,C999993899384,P048,2023-09-14,,1,840.14,840.14,273.99,0.0
O00039133,C999993899384,P018,2023-09-19,,1,1061.49,1061.49,388.57,0.0
O00039134,C999993899384,P045,2024-06-26,,1,236.01,236.01,97.75,0.0
O00039135,C999993899384,P044,2023-11-22,,1,1126.68,1126.68,374.73,0.0
O00039136,C999993899384,P027,2024-03-12,,1,261.72,261.72,99.7,0.0
O00039137,C999993899384,P033,2024-08-26,,2,70.95,141.9,56.39,0.0
O00039138,C999993899384,P019,2023-03-20,,1,239.75,239.75,96.65,0.0
O00039139,C999993899384,P015,2023-10-11,,1,202.38,202.38,71.49,0.0
O00039140,C999993899384,P044,2024-05-22,,1,987.95,987.95,336.44,0.0
O00039141,C999993899384,P016,2024-03-14,,1,623.23,623.23,197.31,0.0
O00039142,C999993899384,P044,2023-12-27,,1,1197.02,1197.02,562.35,0.0
O00039143,C999993899442,P030,2023-01-15,,1,890.41,890.41,355.5,0.0
O00039144,C999993899442,P042,2024-08-09,,1,404.69,404.69,154.2,0.0
O00039145,C999993899442,P036,2023-11-17,,1,70.86,70.86,29.57,0.0
O00039146,C999993899442,P001,2024-06-28,,1,543.35,543.35,269.06,0.0
O00039147,C999993899442,P039,2023-02-26,,1,216.16,216.16,101.58,0.0
O00039148,C999993899442,P010,2023-12-31,,1,54.32,54.32,20.02,0.0
O00039149,C999993899442,P037,2023-03-08,M001,1,738.03,627.33,245.23,0.15
O00039150,C999993899442,P023,2023-03-11,M001,1,150.74,128.13,67.69,0.15
O00039151,C999993899442,P003,2023-10-04,,1,621.34,621.34,195.72,0.0
O00039152,C999993899442,P006,2024-06-13,,1,591.35,591.35,282.97,0.0
O00039153,C999993899442,P026,2023-06-12,M002,1,180.43,144.34,67.06,0.2
O00039154,C999993899442,P010,2023-05-30,,1,62.47,62.47,22.63,0.0
O00039155,C999993899442,P031,2023-12-07,,2,785.39,1570.78,624.98,0.0
O00039156,C999993899442,P034,2024-02-10,M007,1,192.67,177.26,89.41,0.08
O00039157,C999993899442,P027,2024-03-17,,1,327.25,327.25,115.36,0.0
O00039158,C999993899442,P021,2024-05-15,,1,1638.84,1638.84,642.33,0.0
O00039159,C999993899442,P023,2023-02-04,,1,183.89,183.89,81.58,0.0
O00039160,C999993899442,P025,2024-07-26,,1,371.11,371.11,135.0,0.0
O00039161,C999993899464,P038,2023-10-25,,1,180.44,180.44,84.08,0.0
O00039162,C999993899464,P023,2023-11-27,,1,181.24,181.24,85.21,0.0
O00039163,C999993899464,P049,2023-01-17,,1,616.02,616.02,280.9,0.0
O00039164,C999993899464,P028,2023-06-25,,1,222.21,222.21,88.9,0.0
O00039165,C999993899464,P024,2024-02-19,,1,171.59,171.59,55.91,0.0
O00039166,C999993899464,P049,2023-05-22,,1,745.8,745.8,305.29,0.0
O00039167,C999993884185,P026,2024-06-09,,2,199.1,398.2,183.02,0.0
O00039168,C999993884185,P036,2023-01-10,,1,70.9,70.9,21.29,0.0
O00039169,C999993884185,P036,2023-11-09,M004,1,55.88,41.91,19.84,0.25
O00039170,C999993884185,P010,2024-04-26,,1,64.35,64.35,28.79,0.0
O00039171,C999993884185,P029,2023-11-01,M004,1,251.71,188.78,92.26,0.25
O00039172,C999993884185,P016,2023-12-19,,1,504.58,504.58,245.03,0.0
O00039173,C999993884185,P021,2023-04-26,,1,1340.03,1340.03,614.43,0.0
O00039174,C999993884185,P046,2023-06-13,M002,1,283.95,227.16,93.36,0.2
O00039175,C999993884185,P016,2024-08-14,,1,562.88,562.88,192.57,0.0
O00039176,C999993899475,P046,2023-04-21,,1,191.21,191.21,63.12,0.0
O00039177,C999993899475,P013,2023-11-15,,1,1058.75,1058.75,437.22,0.0
O00039178,C999993899475,P017,2024-09-24,,1,531.36,531.36,205.65,0.0
O00039179,C999993899475,P018,2023-12-13,,1,1009.16,1009.16,360.51,0.0
O00039180,C999993899475,P047,2023-11-12,,1,298.93,298.93,128.81,0.0
O00039181,C999993899475,P034,2024-08-28,,1,188.26,188.26,65.43,0.0
O00039182,C999993899497,P006,2024-02-25,,2,518.74,1037.48,327.91,0.0
O00039183,C999993899497,P041,2023-07-15,,1,440.69,440.69,132.87,0.0
O00039184,C999993899497,P021,2024-04-07,,1,1354.46,1354.46,579.01,0.0
O00039185,C999993899497,P049,2023-05-06,,1,715.71,715.71,357.77,0.0
O00039186,C999993899497,P032,2024-08-13,,1,858.98,858.98,369.49,0.0
O00039187,C999993899497,P023,2023-11-07,,1,135.59,135.59,62.33,0.0
O00039188,C999993886943,P025,2023-10-01,,1,513.36,513.36,200.38,0.0
O00039189,C999993886943,P007,2023-09-20,,1,525.89,525.89,259.48,0.0
O00039190,C999993886943,P032,2023-10-17,,1,871.82,871.82,309.45,0.0
O00039191,C999993886943,P010,2023-09-03,,1,69.24,69.24,33.87,0.0
O00039192,C999993886943,P006,2024-05-26,,1,517.53,517.53,222.8,0.0
O00039193,C999993886943,P018,2023-12-07,M005,2,953.78,1564.2,828.81,0.18
O00039194,C999993886943,P046,2023-10-15,,1,257.16,257.16,114.45,0.0
O00039195,C999993886943,P050,2023-07-23,,2,932.63,1865.26,709.18,0.0
O00039196,C999993886943,P029,2024-05-12,,1,346.95,346.95,143.26,0.0
O00039197,C999993886943,P008,2023-02-27,,1,462.28,462.28,167.81,0.0
O00039198,C999993886943,P037,2023-02-28,,1,760.4,760.4,320.13,0.0
O00039199,C999993886943,P031,2024-05-04,,1,678.73,678.73,237.03,0.0
O00039200,C999993886943,P028,2023-04-08,,1,240.31,240.31,85.62,0.0
O00039201,C999993886943,P049,2023-11-27,,1,544.34,544.34,227.01,0.0
O00039202,C999993886943,P014,2024-07-21,,1,378.17,378.17,125.93,0.0
O00039203,C999993886943,P016,2024-09-21,,2,706.21,1412.42,698.16,0.0
O00039204,C999993886943,P014,2024-03-31,,1,321.57,321.57,111.12,0.0
O00039205,C999993886943,P008,2023-10-15,,1,452.78,452.78,158.51,0.0
O00039206,C999993886943,P022,2023-01-20,,1,1538.79,1538.79,687.41,0.0
O00039207,C999993886943,P032,2023-06-01,,1,768.29,768.29,263.83,0.0
O00039208,C999993858315,P040,2024-03-31,,1,129.27,129.27,52.99,0.0
O00039209,C999993858315,P045,2023-11-08,M004,1,234.04,175.53,100.92,0.25
O00039210,C999993858315,P020,2023-12-23,,1,64.45,64.45,21.02,0.0
O00039211,C999993884265,P028,2023-05-08,,1,229.1,229.1,69.88,0.0
O00039212,C999993884265,P010,2023-12-02,M005,1,58.59,48.04,28.92,0.18
O00039213,C999993884265,P011,2024-06-26,,1,649.55,649.55,211.29,0.0
O00039214,C999993899678,P046,2023-08-07,,1,283.4,283.4,120.27,0.0
O00039215,C999993899678,P019,2023-06-21,,1,257.46,257.46,87.31,0.0
O00039216,C999993899678,P021,2023-12-12,M005,1,1433.89,1175.79,441.45,0.18
O00039217,C999993899678,P026,2024-09-07,,1,229.43,229.43,101.0,0.0
O00039218,C999993899678,P027,2023-08-14,,1,254.88,254.88,101.86,0.0
O00039219,C999993899678,P021,2024-02-15,,1,1538.41,1538.41,618.42,0.0
O00039220,C999993899678,P008,2024-05-21,,1,404.27,404.27,173.97,0.0
O00039221,C999993899678,P047,2023-12-25,,2,271.32,542.64,217.05,0.0
O00039222,C999993899678,P003,2023-07-06,,1,621.48,621.48,210.04,0.0
O00039223,C999993899678,P036,2024-02-16,,1,62.88,62.88,19.73,0.0
O00039224,C999993899678,P029,2024-08-28,,2,344.1,688.2,331.12,0.0
O00039225,C999993899678,P005,2023-02-09,,1,256.54,256.54,125.37,0.0
O00039226,C999993899678,P044,2024-09-08,,1,948.9,948.9,450.9,0.0
O00039227,C999993899678,P016,2023-11-14,,1,616.43,616.43,243.5,0.0
O00039228,C999993899678,P018,2024-04-03,,1,1182.38,1182.38,560.95,0.0
O00039229,C999993899678,P016,2023-05-06,,1,662.62,662.62,213.05,0.0
O00039230,C999993899678,P024,2023-03-05,M001,1,224.73,191.02,90.92,0.15
O00039231,C999993899678,P046,2023-07-12,,2,242.5,485.0,216.11,0.0
O00039232,C999993899678,P008,2024-09-06,,1,349.44,349.44,134.58,0.0
O00039233,C999993899678,P033,2023-08-16,M003,1,77.79,70.01,27.11,0.1
O00039234,C999993899769,P012,2023-09-23,,1,303.05,303.05,141.33,0.0
O00039235,C999993899769,P042,2024-09-19,,1,423.87,423.87,180.17,0.0
O00039236,C999993899769,P023,2024-02-05,,1,138.75,138.75,68.5,0.0
O00039237,C999993899769,P002,2024-09-10,,1,458.07,458.07,140.63,0.0
O00039238,C999993899769,P022,2024-09-25,,1,1347.23,1347.23,644.91,0.0
O00039239,C999993899769,P021,2023-07-12,,1,1242.13,1242.13,408.82,0.0
O00039240,C999993893621,P047,2023-08-19,M003,1,318.23,286.41,148.48,0.1
O00039241,C999993893621,P034,2024-07-19,,1,195.5,195.5,74.37,0.0
O00039242,C999993893621,P035,2023-04-15,,2,592.3,1184.6,399.06,0.0
O00039243,C999993893621,P040,2023-10-22,,1,127.66,127.66,43.24,0.0
O00039244,C999993893621,P026,2024-01-27,,1,253.53,253.53,114.13,0.0
O00039245,C999993893621,P033,2024-05-20,,1,64.51,64.51,28.47,0.0
O00039246,C999993893621,P003,2023-04-15,,1,594.82,594.82,214.01,0.0
O00039247,C999993893621,P040,2023-04-14,,1,136.26,136.26,58.97,0.0
O00039248,C999993893621,P024,2023-03-23,M001,1,182.87,155.44,64.27,0.15
O00039249,C999993893621,P012,2023-07-09,,1,264.89,264.89,94.56,0.0
O00039250,C999993893621,P022,2023-12-02,M005,1,1251.37,1026.12,423.39,0.18
O00039251,C999993893621,P002,2024-08-05,,2,406.67,813.34,304.53,0.0
O00039252,C999993893621,P024,2024-01-31,,1,195.4,195.4,69.19,0.0
O00039253,C999993893621,P031,2023-05-18,,1,790.69,790.69,336.68,0.0
O00039254,C999993893621,P014,2024-03-31,,1,407.07,407.07,175.19,0.0
O00039255,C999993893621,P004,2024-01-25,,1,330.5,330.5,156.38,0.0
O00039256,C999993893621,P010,2024-05-12,,1,61.13,61.13,28.71,0.0
O00039257,C999993893621,P046,2024-02-26,,1,229.89,229.89,100.08,0.0
O00039258,C999993893621,P023,2023-08-24,,2,159.31,318.62,135.53,0.0
O00039259,C999993893621,P013,2023-02-20,,1,1255.88,1255.88,604.04,0.0
O00039260,C999993886885,P043,2024-04-21,,1,264.75,264.75,120.01,0.0
O00039261,C999993886885,P047,2023-10-15,,1,314.48,314.48,132.37,0.0
O00039262,C999993886885,P039,2024-06-30,,1,222.44,222.44,83.14,0.0
O00039263,C999993886885,P028,2024-09-19,,2,270.64,541.28,186.93,0.0
O00039264,C999993886885,P001,2024-08-10,,1,471.07,471.07,204.17,0.0
O00039265,C999993886885,P049,2023-02-12,,2,804.46,1608.92,514.43,0.0
O00039266,C999993886885,P023,2023-05-15,,1,151.59,151.59,73.91,0.0
