客户ID,客户姓名,性别,年龄,婚姻状态,城市,教育程度,会员等级,个人年收入,工作年限,注册日期,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,客户生命周期
C999993887186,anon_S8651,男,24,未婚,湖北,本科,A-优质客户,1379000,1,2023-12-01,2,20,12030.710000000001,601.5355000000001,17,2.0,4,4,4,444,12,303
C999993895039,anon_S9433,男,30,未婚,山西,初中及以下,A-优质客户,9000000,7,2022-11-29,33,6,2480.63,413.43833333333333,6,0.0,3,1,2,312,6,670
C999993896441,anon_S9573,男,21,未婚,广东,本科,A-优质客户,15000000,0,2023-10-04,95,6,2347.8,391.3,5,1.0,2,1,1,211,4,361
C999993899758,anon_S9836,男,21,未婚,广西,大专,A-优质客户,45400000,1,2023-04-19,19,6,2587.7200000000003,431.2866666666667,6,0.0,4,1,2,412,7,529
C999993882881,anon_S8225,女,23,未婚,湖北,大专,A-优质客户,663440,3,2022-10-10,52,12,5780.5599999999995,481.7133333333333,11,3.0,3,3,3,333,9,720
C999993897194,anon_S9648,男,22,未婚,广东,大专,A-优质客户,22000000,2,2023-08-14,162,6,1880.3400000000001,313.39000000000004,6,1.0,1,1,1,111,3,412
C999993889886,anon_S8919,女,26,已婚,吉林,本科,A-优质客户,2000000,3,2022-03-13,38,18,9132.2,507.3444444444445,15,0.0,3,4,4,344,11,931
C999993887903,anon_S8722,男,28,未婚,四川,高中,A-优质客户,1440000,10,2022-09-20,151,6,5093.65,848.9416666666666,6,0.0,1,1,3,113,5,740
C999993885407,anon_S8476,男,23,未婚,上海,大专,A-优质客户,999000,3,2023-12-04,334,6,2633.16,438.85999999999996,4,0.0,1,1,2,112,4,300
C999993882790,anon_S8216,男,28,未婚,福建,高中,A-优质客户,640000,10,2023-07-29,46,12,4389.139999999999,365.7616666666666,9,0.0,3,3,3,333,9,428
C999993884786,anon_S8415,女,28,未婚,广东,高中,A-优质客户,909000,10,2022-01-12,147,6,3435.8199999999997,572.6366666666667,6,1.0,1,1,2,112,4,991
C999993895119,anon_S9440,男,27,已婚,四川,大专,A-优质客户,9000000,7,2022-05-21,57,6,4487.2,747.8666666666667,6,0.0,2,1,3,213,6,862
C999993886658,anon_S8601,女,28,未婚,江西,本科,A-优质客户,1260400,5,2023-07-09,34,20,10982.48,549.124,18,3.0,3,4,4,344,11,448
C999993886669,anon_S8602,男,30,未婚,湖北,高中,A-优质客户,1320000,12,2022-01-17,12,6,1314.6200000000001,219.10333333333335,6,0.0,4,1,1,411,6,986
C999993887765,anon_S8708,男,25,未婚,湖北,大专,A-优质客户,1440000,5,2022-03-04,51,15,6131.75,408.78333333333336,12,1.0,3,3,4,334,10,940
C999993888339,anon_S8765,男,28,已婚,海南,大专,A-优质客户,1520603,8,2022-09-10,71,9,3461.3199999999997,384.5911111111111,8,0.0,2,2,2,222,6,750
C999993897423,anon_S9671,男,27,未婚,甘肃,本科,A-优质客户,23979204,4,2023-04-10,57,6,2305.68,384.28,6,2.0,2,1,1,211,4,538
C999993887709,anon_S8702,男,27,已婚,宁夏,大专,A-优质客户,1410000,7,2023-01-11,48,6,3548.48,591.4133333333333,6,2.0,3,1,2,312,6,627
C999993891192,anon_S9050,男,25,未婚,江苏,大专,A-优质客户,4920400,5,2023-06-04,74,9,3899.81,433.3122222222222,8,2.0,2,2,3,223,7,483
C999993886738,anon_S8609,男,28,未婚,湖北,本科,A-优质客户,1320000,5,2022-03-31,16,12,9231.39,769.2824999999999,9,2.0,4,3,4,434,11,913
C999993892797,anon_S9209,男,64,已婚,河南,硕士及以上,A-优质客户,6350000,39,2023-12-21,32,18,9731.67,540.6483333333333,16,1.0,3,4,4,344,11,283
C999993897376,anon_S9666,女,27,未婚,辽宁,大专,A-优质客户,23966000,7,2023-09-22,17,9,5599.42,622.1577777777778,8,1.0,4,2,3,423,9,373
C999993894499,anon_S9379,女,27,已婚,河北,本科,A-优质客户,8400000,4,2022-06-24,270,3,1139.31,379.77,3,1.0,1,1,1,111,3,828
C999993894910,anon_S9421,女,67,未婚,江西,硕士及以上,A-优质客户,8700000,42,2022-03-17,34,3,1303.15,434.3833333333334,3,1.0,3,1,1,311,5,927
C999993886841,anon_S8619,女,28,未婚,青海,大专,A-优质客户,1340000,8,2023-09-05,121,6,1732.9099999999999,288.8183333333333,5,0.0,1,1,1,111,3,390
C999993885123,anon_S8449,女,27,未婚,山西,本科,A-优质客户,980000,4,2023-10-25,2,9,5185.63,576.1811111111111,8,2.0,4,2,3,423,9,340
C999993887539,anon_S8685,女,48,未婚,黑龙江,硕士及以上,A-优质客户,1400400,23,2023-02-04,58,9,3386.71,376.30111111111114,9,2.0,2,2,2,222,6,603
C999993897081,anon_S9637,男,28,已婚,辽宁,本科,A-优质客户,21996775,5,2022-03-12,6,15,4964.64,330.976,11,2.0,4,3,3,433,10,932
C999993888033,anon_S8735,女,29,未婚,重庆,高中,A-优质客户,1470000,11,2022-06-29,155,6,4427.51,737.9183333333334,6,0.0,1,1,3,113,5,823
C999993889467,anon_S8878,女,27,未婚,青海,本科,A-优质客户,1920000,4,2022-05-04,4,15,5975.3,398.35333333333335,12,0.0,4,3,4,434,11,879
C999993882676,anon_S8204,女,28,未婚,河北,大专,A-优质客户,630000,8,2023-01-16,8,9,3365.1800000000003,373.9088888888889,8,3.0,4,2,2,422,8,622
C999993899420,anon_S9805,男,28,未婚,辽宁,本科,A-优质客户,40000000,5,2022-10-20,42,12,5884.16,490.34666666666664,11,0.0,3,3,3,333,9,710
C999993891931,anon_S9123,男,29,未婚,海南,高中,A-优质客户,5502602,11,2022-07-14,65,15,6573.3,438.22,12,1.0,2,3,4,234,9,808
C999993892129,anon_S9142,女,25,未婚,广东,大专,A-优质客户,5600021,5,2022-08-16,42,9,4902.92,544.7688888888889,9,1.0,3,2,3,323,8,775
C999993894546,anon_S9384,男,25,未婚,山东,大专,A-优质客户,8400000,5,2023-03-07,52,6,2997.91,499.65166666666664,6,0.0,3,1,2,312,6,572
C999993888340,anon_S8766,男,27,未婚,贵州,本科,A-优质客户,1520603,4,2023-03-12,10,18,10945.8,608.0999999999999,16,2.0,4,4,4,444,12,567
C999993887471,anon_S8679,男,28,未婚,河北,本科,A-优质客户,1400000,5,2023-04-06,11,9,4270.55,474.5055555555556,7,2.0,4,2,3,423,9,542
C999993888011,anon_S8733,女,27,未婚,广东,本科,A-优质客户,1470000,4,2023-09-10,24,20,9682.86,484.14300000000003,18,2.0,3,4,4,344,11,385
C999993888714,anon_S8803,男,24,已婚,黑龙江,大专,A-优质客户,1645000,4,2022-01-21,28,20,9901.35,495.0675,18,4.0,3,4,4,344,11,982
C999993897570,anon_S9686,男,27,未婚,江西,本科,A-优质客户,25000000,4,2022-03-05,21,20,10260.55,513.0274999999999,14,2.0,4,4,4,444,12,939
C999993897592,anon_S9688,男,27,未婚,山西,本科,A-优质客户,25000000,4,2022-06-14,196,6,2179.88,363.31333333333333,5,1.0,1,1,1,111,3,838
C999993891828,anon_S9113,男,52,未婚,广西,初中及以下,A-优质客户,5400856,8,2022-01-27,46,6,2999.6099999999997,499.93499999999995,6,3.0,3,1,2,312,6,976
C999993897218,anon_S9650,男,27,未婚,广东,本科,A-优质客户,22000000,4,2022-11-07,115,6,1662.82,277.13666666666666,5,1.0,2,1,1,211,4,692
C999993885065,anon_S8443,女,53,已婚,内蒙古,硕士及以上,A-优质客户,980000,28,2022-10-12,225,3,959.15,319.71666666666664,3,2.0,1,1,1,111,3,718
C999993888861,anon_S8818,女,27,未婚,湖北,本科,A-优质客户,1720000,4,2023-10-22,78,6,1425.19,237.53166666666667,5,2.0,2,1,1,211,4,343
C999993887313,anon_S8663,女,25,未婚,山西,大专,A-优质客户,1400000,5,2022-10-08,221,3,919.9300000000001,306.6433333333334,3,1.0,1,1,1,111,3,722
C999993897706,anon_S9699,男,72,未婚,山东,硕士及以上,A-优质客户,25000000,47,2022-06-13,18,9,3557.38,395.26444444444445,8,2.0,4,2,2,422,8,839
C999993885757,anon_S8511,男,30,未婚,上海,高中,A-优质客户,1040000,12,2022-08-12,129,6,2668.09,444.6816666666667,6,1.0,1,1,2,112,4,779
C999993897717,anon_S9700,男,27,未婚,浙江,本科,A-优质客户,25000000,4,2022-05-26,126,9,5737.36,637.4844444444444,9,0.0,1,2,3,123,6,857
C999993896190,anon_S9548,男,26,已婚,上海,初中及以下,A-优质客户,12910000,16,2022-01-30,1,6,3020.49,503.41499999999996,6,1.0,4,1,2,412,7,973
C999993888941,anon_S8826,男,29,未婚,河南,高中,A-优质客户,1750000,11,2022-02-14,59,12,5028.78,419.065,11,0.0,2,3,3,233,8,958
C999993887889,anon_S8720,女,27,未婚,甘肃,本科,A-优质客户,1440000,4,2023-04-16,90,6,2440.92,406.82,6,0.0,2,1,2,212,5,532
C999993885815,anon_S8517,女,62,未婚,湖南,硕士及以上,A-优质客户,1065000,37,2022-02-03,13,6,3210.88,535.1466666666666,5,0.0,4,1,2,412,7,969
C999993890530,anon_S8984,男,27,已婚,宁夏,本科,A-优质客户,4700000,4,2023-10-15,52,15,11392.0,759.4666666666667,12,1.0,3,3,4,334,10,350
C999993885394,anon_S8475,女,51,已婚,重庆,硕士及以上,A-优质客户,999000,26,2023-03-03,22,6,2428.49,404.7483333333333,5,1.0,3,1,2,312,6,576
C999993887062,anon_S8640,男,27,已婚,江苏,本科,A-优质客户,1349700,4,2022-08-09,18,9,3931.83,436.87,9,2.0,4,2,3,423,9,782
C999993897875,anon_S9716,男,27,未婚,江苏,大专,A-优质客户,27920000,7,2023-06-18,77,6,2459.6800000000003,409.9466666666667,6,0.0,2,1,2,212,5,469
C999993891873,anon_S9118,男,28,未婚,河北,本科,A-优质客户,5480000,5,2023-11-23,25,6,2105.09,350.84833333333336,4,1.0,3,1,1,311,5,311
C999993883181,anon_S8255,女,23,未婚,宁夏,初中及以下,A-优质客户,700000,20,2023-01-02,112,12,6167.400000000001,513.95,10,1.0,2,3,4,234,9,636
C999993885418,anon_S8477,女,27,已婚,青海,本科,A-优质客户,999000,4,2023-07-04,178,6,3266.03,544.3383333333334,6,0.0,1,1,2,112,4,453
C999993887222,anon_S8654,男,28,未婚,广东,本科,A-优质客户,1379000,5,2023-08-05,21,20,11325.51,566.2755,16,2.0,4,4,4,444,12,421
C999993889127,anon_S8844,男,27,已婚,贵州,本科,A-优质客户,1848000,4,2022-04-26,4,6,3419.88,569.98,6,0.0,4,1,2,412,7,887
C999993893440,anon_S9274,女,25,未婚,浙江,大专,A-优质客户,6749000,5,2022-08-27,450,3,875.01,291.67,3,0.0,1,1,1,111,3,764
C999993897933,anon_S9639,女,27,未婚,辽宁,本科,A-优质客户,28000000,4,2022-12-01,302,3,1595.52,531.84,3,1.0,1,1,1,111,3,668
C999993889149,anon_S8846,男,47,未婚,广东,硕士及以上,A-优质客户,1853000,22,2023-03-17,0,6,3232.46,538.7433333333333,6,1.0,4,1,2,412,7,562
C999993889172,anon_S8849,女,25,未婚,江西,大专,A-优质客户,1853000,5,2022-05-28,241,6,4461.61,743.6016666666666,6,2.0,1,1,3,113,5,855
C999993891329,anon_S9063,男,28,已婚,天津,大专,A-优质客户,4989520,8,2022-01-09,340,6,2258.58,376.43,5,0.0,1,1,1,111,3,994
C999993894772,anon_S9407,男,28,已婚,天津,本科,A-优质客户,8400515,5,2022-10-15,83,3,1254.26,418.08666666666664,3,0.0,2,1,1,211,4,715
C999993899725,anon_S9833,男,29,已婚,河南,初中及以下,A-优质客户,45400000,9,2023-01-23,28,9,4654.27,517.1411111111112,7,1.0,3,2,3,323,8,615
C999993891498,anon_S9080,男,25,未婚,吉林,大专,A-优质客户,5040000,5,2022-02-19,88,6,2763.6800000000003,460.6133333333334,5,1.0,2,1,2,212,5,953
C999993899577,anon_S16,男,27,未婚,青海,大专,A-优质客户,42000000,7,2023-06-01,72,12,8695.69,724.6408333333334,10,1.0,2,3,4,234,9,486
C999993896032,anon_S9532,女,28,已婚,福建,本科,A-优质客户,12303000,5,2023-09-30,129,6,2496.8399999999997,416.13999999999993,6,0.0,1,1,2,112,4,365
C999993895084,anon_S9438,男,25,离异,安徽,初中及以下,A-优质客户,9000000,17,2023-08-10,9,9,3447.46,383.05111111111114,9,3.0,4,2,2,422,8,416
C999993895709,anon_S9499,男,30,未婚,浙江,高中,A-优质客户,11920000,12,2023-11-08,164,3,1486.3600000000001,495.4533333333334,2,1.0,1,1,1,111,3,326
C999993889398,anon_S8871,女,27,未婚,上海,大专,A-优质客户,1884700,7,2022-10-05,4,6,2419.2,403.2,6,0.0,4,1,2,412,7,725
C999993898176,anon_S9663,男,28,已婚,河北,本科,A-优质客户,30000000,5,2022-10-27,2,18,9176.6,509.81111111111113,16,3.0,4,4,4,444,12,703
C999993886206,anon_S8556,女,30,未婚,甘肃,高中,A-优质客户,1155750,12,2023-08-12,178,6,1745.46,290.91,6,0.0,1,1,1,111,3,414
C999993893949,anon_S9324,男,63,已婚,上海,硕士及以上,A-优质客户,7350000,38,2023-10-11,7,9,4740.02,526.6688888888889,9,0.0,4,2,3,423,9,354
C999993892232,anon_S9153,男,73,已婚,黑龙江,硕士及以上,A-优质客户,5700000,48,2023-09-10,43,9,4382.42,486.93555555555554,9,1.0,3,2,3,323,8,385
C999993898278,anon_S9673,男,27,未婚,山东,本科,A-优质客户,30000000,4,2023-08-30,51,15,6860.860000000001,457.39066666666673,14,2.0,3,3,4,334,10,396
C999993895324,anon_S9461,男,28,未婚,上海,本科,A-优质客户,10000000,5,2022-05-15,305,3,815.08,271.6933333333333,3,0.0,1,1,1,111,3,868
C999993895539,anon_S9482,女,49,未婚,安徽,硕士及以上,A-优质客户,10940000,24,2023-08-03,94,6,3759.5099999999998,626.5849999999999,6,0.0,2,1,3,213,6,423
C999993891680,anon_S9099,男,25,未婚,广东,大专,A-优质客户,5205700,5,2022-05-27,0,12,5797.19,483.09916666666663,12,3.0,4,3,3,433,10,856
C999993895368,anon_S9465,男,28,未婚,辽宁,大专,A-优质客户,10000000,8,2023-05-05,217,3,1982.06,660.6866666666666,3,1.0,1,1,1,111,3,513
C999993887426,anon_S8674,男,28,未婚,广东,本科,A-优质客户,1400000,5,2023-04-23,34,3,510.84000000000003,170.28,3,0.0,3,1,1,311,5,525
C999993897150,anon_S9644,男,30,未婚,宁夏,初中及以下,A-优质客户,22000000,12,2022-06-08,120,6,2616.7599999999998,436.1266666666666,6,2.0,1,1,2,112,4,844
C999993886998,anon_S8633,男,25,已婚,山西,大专,A-优质客户,1349700,5,2023-01-19,132,3,1407.73,469.24333333333334,3,2.0,1,1,1,111,3,619
C999993894636,anon_S9393,男,27,未婚,重庆,本科,A-优质客户,8400000,4,2022-06-12,7,9,5023.59,558.1766666666667,9,1.0,4,2,3,423,9,840
C999993886546,anon_S8590,女,25,未婚,山东,大专,A-优质客户,1240000,5,2023-03-17,44,6,2534.05,422.3416666666667,6,2.0,3,1,2,312,6,562
C999993890642,anon_S8995,男,29,未婚,黑龙江,高中,A-优质客户,4700000,11,2022-07-08,8,6,3134.0699999999997,522.3449999999999,6,1.0,4,1,2,412,7,814
C999993882767,anon_S8213,女,27,未婚,宁夏,本科,A-优质客户,640000,4,2023-02-19,164,3,741.39,247.13,3,0.0,1,1,1,111,3,588
C999993889343,anon_S8866,女,27,未婚,辽宁,本科,A-优质客户,1880000,4,2022-12-05,6,18,8615.35,478.6305555555556,12,2.0,4,4,4,444,12,664
C999993889999,anon_S8930,女,34,已婚,新疆,高中,A-优质客户,2096244,16,2023-08-30,24,15,5661.13,377.40866666666665,13,5.0,3,3,3,333,9,396
C999993897525,anon_S9681,男,29,未婚,黑龙江,本科,A-优质客户,24840000,6,2022-06-30,19,15,5865.39,391.026,15,5.0,4,3,3,433,10,822
C999993895936,anon_S9522,男,31,未婚,山西,本科,A-优质客户,12000000,8,2022-10-15,176,6,3926.4300000000003,654.4050000000001,5,1.0,1,1,3,113,5,715
C999993890029,anon_S8933,女,31,已婚,湖南,初中及以下,A-优质客户,2096244,15,2022-07-06,214,3,758.48,252.82666666666668,3,0.0,1,1,1,111,3,816
C999993888792,anon_S8811,男,29,已婚,贵州,本科,A-优质客户,1670000,6,2022-05-18,27,12,8111.12,675.9266666666666,11,0.0,3,3,4,334,10,865
C999993898982,anon_S9762,男,44,已婚,福建,初中及以下,A-优质客户,37803000,11,2022-05-10,75,6,1913.89,318.9816666666667,5,0.0,2,1,1,211,4,873
C999993895426,anon_S9471,男,35,未婚,黑龙江,高中,A-优质客户,10000000,17,2022-07-13,47,3,1275.65,425.2166666666667,3,1.0,3,1,1,311,5,809
C999993895867,anon_S9515,男,31,未婚,上海,本科,A-优质客户,12000000,8,2022-11-12,159,12,5588.889999999999,465.7408333333333,11,1.0,1,3,3,133,7,687
C999993883250,anon_S8262,男,31,已婚,湖北,本科,A-优质客户,720000,8,2022-05-24,55,6,2882.43,480.405,4,0.0,2,1,2,212,5,859
C999993890198,anon_S8950,女,43,未婚,辽宁,初中及以下,A-优质客户,2173620,10,2022-01-16,66,6,3315.3,552.5500000000001,6,1.0,2,1,2,212,5,987
C999993899248,anon_S9788,男,31,未婚,江西,本科,A-优质客户,40000000,8,2022-10-29,86,3,540.76,180.25333333333333,3,1.0,2,1,1,211,4,701
C999993899317,anon_S283,男,31,未婚,青海,本科,A-优质客户,40000000,8,2023-02-27,57,9,3734.26,414.9177777777778,6,0.0,2,2,3,223,7,580
C999993886954,anon_S8629,男,29,未婚,安徽,本科,A-优质客户,1340050,6,2022-09-02,57,6,3566.5699999999997,594.4283333333333,6,2.0,2,1,2,212,5,758
C999993892662,anon_S9196,男,31,已婚,广东,本科,A-优质客户,6320000,8,2022-04-17,162,6,2617.8900000000003,436.31500000000005,6,1.0,1,1,2,112,4,896
C999993884334,anon_S8370,男,30,未婚,宁夏,本科,A-优质客户,855000,7,2022-03-29,69,6,1814.77,302.46166666666664,6,1.0,2,1,1,211,4,915
C999993896418,anon_S9570,男,29,未婚,四川,本科,A-优质客户,15000000,6,2022-05-09,72,6,3135.83,522.6383333333333,6,0.0,2,1,2,212,5,874
C999993897003,anon_S9629,男,32,已婚,宁夏,初中及以下,A-优质客户,20000000,15,2022-12-07,12,15,6600.4400000000005,440.02933333333334,15,4.0,4,3,4,434,11,662
C999993883023,anon_S8239,女,31,未婚,宁夏,本科,A-优质客户,698450,8,2022-01-04,13,12,6340.63,528.3858333333334,12,1.0,4,3,4,434,11,999
C999993892050,anon_S9135,男,24,已婚,甘肃,初中及以下,A-优质客户,5552090,38,2022-11-23,122,6,2929.2400000000002,488.2066666666667,6,1.0,1,1,2,112,4,676
C999993885178,anon_S8454,男,38,未婚,广东,高中,A-优质客户,980000,20,2023-02-14,55,6,2753.1,458.84999999999997,6,0.0,2,1,2,212,5,593
C999993882597,anon_S8196,女,31,已婚,黑龙江,高中,A-优质客户,552070,13,2022-11-02,9,20,12395.869999999999,619.7935,17,1.0,4,4,4,444,12,697
C999993894932,anon_S9423,男,31,未婚,江西,本科,A-优质客户,8700000,8,2023-08-30,100,9,3710.48,412.27555555555557,9,1.0,2,2,3,223,7,396
C999993884639,anon_S8400,男,30,未婚,江西,本科,A-优质客户,890836,7,2023-12-22,31,3,1032.3999999999999,344.13333333333327,2,1.0,3,1,1,311,5,282
C999993884640,anon_S8401,女,30,未婚,福建,本科,A-优质客户,890836,7,2022-08-13,118,3,883.75,294.5833333333333,3,0.0,1,1,1,111,3,778
C999993887391,anon_S8671,男,53,已婚,重庆,本科,A-优质客户,1400000,30,2022-12-14,30,15,6105.1900000000005,407.0126666666667,14,0.0,3,3,4,334,10,655
C999993885361,anon_S8472,男,31,已婚,河南,本科,A-优质客户,999000,8,2022-11-17,31,6,3852.96,642.16,5,1.0,3,1,3,313,7,682
C999993893371,anon_S9267,女,35,未婚,广东,高中,A-优质客户,6749000,17,2023-07-13,43,9,2208.27,245.36333333333334,9,0.0,3,2,1,321,6,444
C999993897900,anon_S9636,女,31,已婚,上海,本科,A-优质客户,28000000,8,2022-06-30,73,9,2382.5,264.72222222222223,9,1.0,2,2,2,222,6,822
C999993883556,anon_S8292,男,30,未婚,浙江,本科,A-优质客户,770000,7,2023-09-10,187,6,2277.13,379.5216666666667,5,0.0,1,1,1,111,3,385
C999993891067,anon_S9037,男,41,已婚,广东,初中及以下,A-优质客户,4832000,10,2023-12-12,97,6,2640.87,440.145,6,1.0,2,1,2,212,5,292
C999993897183,anon_S9647,男,29,未婚,山西,本科,A-优质客户,22000000,6,2023-01-21,119,6,3932.37,655.395,6,1.0,1,1,3,113,5,617
C999993887448,anon_S8676,女,30,未婚,江西,本科,A-优质客户,1400000,7,2023-09-10,7,20,11165.380000000001,558.269,18,2.0,4,4,4,444,12,385
C999993887493,anon_S8681,女,30,离异,广东,本科,A-优质客户,1400000,7,2022-04-18,377,3,1903.7400000000002,634.58,3,0.0,1,1,1,111,3,895
C999993885962,anon_S8532,男,29,未婚,江西,本科,A-优质客户,1092050,6,2023-06-15,49,6,2834.25,472.375,6,0.0,3,1,2,312,6,472
C999993889161,anon_S8848,女,31,已婚,广东,本科,A-优质客户,1853000,8,2023-02-14,5,6,4056.13,676.0216666666666,5,1.0,4,1,3,413,8,593
C999993891181,anon_S9049,女,31,离异,湖南,本科,A-优质客户,4920400,8,2022-10-23,16,12,3916.86,326.40500000000003,10,2.0,4,3,3,433,10,707
C999993885973,anon_S8533,女,30,已婚,江西,本科,A-优质客户,1092050,7,2022-06-20,172,6,3336.77,556.1283333333333,6,0.0,1,1,2,112,4,832
C999993897999,anon_S9645,男,27,未婚,甘肃,初中及以下,A-优质客户,28000000,28,2022-11-27,225,3,2356.5,785.5,2,0.0,1,1,1,111,3,672
C999993882665,anon_S8203,男,28,未婚,上海,初中及以下,A-优质客户,630000,27,2023-05-08,145,6,2991.64,498.6066666666666,5,0.0,1,1,2,112,4,510
C999993889241,anon_S8856,男,33,离异,天津,初中及以下,A-优质客户,1865000,15,2022-07-14,11,20,9192.539999999999,459.62699999999995,18,2.0,4,4,4,444,12,808
C999993898063,anon_S9652,男,46,已婚,湖南,初中及以下,A-优质客户,28540000,12,2022-01-12,20,15,8886.75,592.45,12,1.0,4,3,4,434,11,991
C999993886068,anon_S8542,女,30,未婚,四川,本科,A-优质客户,1150000,7,2022-07-14,41,20,11945.06,597.2529999999999,17,2.0,3,4,4,344,11,808
C999993887551,anon_S8687,女,29,未婚,广西,初中及以下,A-优质客户,1400400,17,2023-05-05,101,6,2220.81,370.135,5,0.0,2,1,1,211,4,513
C999993894488,anon_S9378,男,50,未婚,西藏,初中及以下,A-优质客户,8400000,12,2022-07-01,122,9,5246.05,582.8944444444445,9,1.0,1,2,3,123,6,821
C999993886104,anon_S8546,女,29,未婚,内蒙古,本科,A-优质客户,1150000,6,2023-10-18,94,20,10311.5,515.575,19,4.0,2,4,4,244,10,347
C999993891272,anon_S9058,男,30,未婚,上海,本科,A-优质客户,4970000,7,2022-11-12,136,6,3049.8,508.3,6,1.0,1,1,2,112,4,687
C999993885190,anon_S8456,男,31,已婚,广西,本科,A-优质客户,980000,8,2023-11-25,62,20,12997.49,649.8745,15,0.0,2,4,4,244,10,309
C999993894976,anon_S9427,男,31,未婚,重庆,本科,A-优质客户,8700000,8,2022-01-30,261,3,888.7700000000001,296.2566666666667,3,0.0,1,1,1,111,3,973
C999993892389,anon_S9168,女,29,未婚,广东,初中及以下,A-优质客户,5999000,20,2023-08-19,81,9,4193.56,465.9511111111112,9,1.0,2,2,3,223,7,407
